parcel_id,municipality,land_area_m2,zoning_or_land_use,assessment_class,has_residential_use,source_ref,quality_tier,notes
lotcon-277,municipality-9,1708246.24,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=3; legal=LOT 28, CON 3; linkage=none"
lotcon-278,municipality-9,358111.47,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=BROKEN FRONT; legal=LOT 28, CON BF; linkage=none"
lotcon-279,municipality-9,821113.66,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=B; legal=LOT 26, CON B; linkage=none"
lotcon-280,municipality-1,808564.51,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=3; legal=LOT 22, CON 3; linkage=none"
lotcon-281,municipality-1,821242.88,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=1  SOUTH OF CENTRE DIAGONAL; legal=LOT 28, 1  SCD; linkage=none"
lotcon-282,municipality-1,839243.83,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=2 NORTH OF CENTRE DIAGONAL; legal=LOT 20, 2 NCD; linkage=none"
lotcon-283,municipality-1,796806.81,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=1 NORTH OF CENTRE DIAGONAL; legal=LOT 24, 1 NCD; linkage=none"
lotcon-284,municipality-1,811096.51,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 21; concession=1; legal=LOT 21, CON 1; linkage=none"
lotcon-285,municipality-9,1651867.22,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=11; legal=LOT 26, CON 11; linkage=none"
lotcon-286,municipality-9,1765648.99,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=8; legal=LOT 24, CON 8; linkage=none"
lotcon-287,municipality-9,1641602.34,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=7; legal=LOT 15, CON 7; linkage=none"
lotcon-288,municipality-9,1681466.97,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 16; concession=10; legal=LOT 16, CON 10; linkage=none"
lotcon-289,municipality-9,1599282.78,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=4; legal=LOT 14, CON 4; linkage=none"
lotcon-290,municipality-9,1729393.45,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=1; legal=LOT 13, CON 1; linkage=none"
lotcon-291,municipality-9,1615410.19,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=5; legal=LOT 8, CON 5; linkage=none"
lotcon-292,municipality-1,850889.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=A; legal=LOT 14, CON A; linkage=none"
lotcon-293,municipality-1,822766.33,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=B; legal=LOT 4, CON B; linkage=none"
lotcon-294,municipality-1,830494.92,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 2; concession=IR; legal=LOT 2, CON IR; linkage=none"
lotcon-295,municipality-9,1682429.13,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 6; concession=2; legal=LOT 6, CON 2; linkage=none"
lotcon-296,municipality-6,904549.23,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 33; concession=9; legal=LOT 33, CON 9; linkage=none"
lotcon-297,municipality-9,1687521.04,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=10; legal=LOT 11, CON 10; linkage=none"
lotcon-298,municipality-6,1668441.99,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 34; concession=11; legal=LOT 34, CON 11; linkage=none"
lotcon-299,municipality-1,864964.92,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=A; legal=LOT 13, CON A; linkage=none"
lotcon-300,municipality-1,831180.10,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=B; legal=LOT 3, CON B; linkage=none"
lotcon-301,municipality-9,1668584.27,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 9; concession=7; legal=LOT 9, CON 7; linkage=none"
lotcon-302,municipality-1,499451.53,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=3; legal=LOT 18, CON 3; linkage=none"
lotcon-303,municipality-9,1651080.97,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=8; legal=LOT 15, CON 8; linkage=none"
lotcon-304,municipality-9,1646103.29,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=5; legal=LOT 14, CON 5; linkage=none"
lotcon-305,municipality-1,844339.36,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=IR; legal=LOT 3, CON IR; linkage=none"
lotcon-306,municipality-1,1586741.82,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=2; legal=LOT 8, CON 2; linkage=none"
lotcon-307,municipality-7,803323.23,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=10; legal=LOT 28, CON 10; linkage=none"
lotcon-308,municipality-9,1653006.12,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 7; concession=4; legal=LOT 7, CON 4; linkage=none"
lotcon-309,municipality-1,847323.98,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=A; legal=LOT 12, CON A; linkage=none"
lotcon-310,municipality-1,838581.50,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 2; concession=B; legal=LOT 2, CON B; linkage=none"
lotcon-311,municipality-1,843900.52,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=IR; legal=LOT 4, CON IR; linkage=none"
lotcon-312,municipality-9,1641237.12,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=12; legal=LOT 12, CON 12; linkage=none"
lotcon-313,municipality-6,1675530.82,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 30; concession=12; legal=LOT 30, CON 12; linkage=none"
lotcon-314,municipality-6,1466395.06,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=7; legal=LOT 27, CON 7; linkage=none"
lotcon-315,municipality-1,1052683.76,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 16; concession=12; legal=LOT 16, CON 12; linkage=none"
lotcon-316,municipality-6,673790.23,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=7; legal=LOT 28, CON 7; linkage=none"
lotcon-317,municipality-6,930862.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=5; legal=LOT 26, CON 5; linkage=none"
lotcon-318,municipality-9,1710028.11,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=7; legal=LOT 10, CON 7; linkage=none"
lotcon-319,municipality-1,1656959.54,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=7; legal=LOT 14, CON 7; linkage=none"
lotcon-320,municipality-6,1653175.12,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=9; legal=LOT 28, CON 9; linkage=none"
lotcon-321,municipality-1,1771710.54,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=10; legal=LOT 15, CON 10; linkage=none"
lotcon-322,municipality-9,1609424.85,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=10; legal=LOT 11, CON 10; linkage=none"
lotcon-323,municipality-9,1679609.77,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 9; concession=4; legal=LOT 9, CON 4; linkage=none"
lotcon-324,municipality-1,1649907.57,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=1; legal=LOT 12, CON 1; linkage=none"
lotcon-325,municipality-9,1674767.98,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=5; legal=LOT 3, CON 5; linkage=none"
lotcon-326,municipality-1,1254942.22,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=4; legal=LOT 13, CON 4; linkage=none"
lotcon-327,municipality-9,1641603.51,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=1; legal=LOT 8, CON 1; linkage=none"
lotcon-328,municipality-9,1637770.69,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 1; concession=2; legal=LOT 1, CON 2; linkage=none"
lotcon-329,Collingwood,164572.42,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=6; legal=LOT 27, CON 6; linkage=none"
lotcon-330,municipality-9,1725212.71,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 6; concession=10; legal=LOT 6, CON 10; linkage=none"
lotcon-331,municipality-9,1675841.91,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=7; legal=LOT 4, CON 7; linkage=none"
lotcon-332,municipality-6,1379725.90,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=6; legal=LOT 26, CON 6; linkage=none"
lotcon-333,municipality-6,1616592.61,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 29; concession=11; legal=LOT 29, CON 11; linkage=none"
lotcon-334,municipality-1,1657909.68,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=8; legal=LOT 14, CON 8; linkage=none"
lotcon-335,municipality-9,1663079.23,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=8; legal=LOT 10, CON 8; linkage=none"
lotcon-336,Collingwood,10104.03,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=4; legal=LOT 26, CON 4; linkage=none"
lotcon-337,municipality-6,1647840.06,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=8; legal=LOT 27, CON 8; linkage=none"
lotcon-338,municipality-1,1643354.01,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=5; legal=LOT 13, CON 5; linkage=none"
lotcon-339,municipality-2,1952293.88,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT K; concession=3; legal=LOT K, CON 3; linkage=none"
lotcon-340,municipality-7,1590529.45,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=5; legal=LOT 11, CON 5; linkage=none"
lotcon-341,municipality-2,421906.24,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 35; concession=RANGE 3E; legal=LOT 35, RANGE 3E; linkage=none"
lotcon-342,municipality-7,1638676.45,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 9; concession=2; legal=LOT 9, CON 2; linkage=none"
lotcon-343,municipality-2,415992.86,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=RANGE 2E; legal=LOT 22, RANGE 2E; linkage=none"
lotcon-344,municipality-2,392785.05,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 16; concession=1 N E OF TORONTO AND SYDENHAM ROAD; legal=LOT 16, CON 1 NE TSR; linkage=none"
lotcon-345,municipality-6,1643449.05,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 7; concession=11; legal=LOT 7, CON 11; linkage=none"
lotcon-346,municipality-2,510560.05,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 29; concession=RANGE 3E; legal=LOT 29, RANGE 3E; linkage=none"
lotcon-347,municipality-2,420156.75,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=1 S W OF TORONTO AND SYDENHAM ROAD; legal=LOT 10, CON 1 SW TSR; linkage=none"
lotcon-348,municipality-2,1082177.85,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=2 EAST OF GARAFRAXA ROAD; legal=LOT 27, 2 EGR; linkage=none"
lotcon-349,municipality-2,1650109.98,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 9; concession=9; legal=LOT 9, CON 9; linkage=none"
lotcon-350,municipality-2,1630024.76,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=6; legal=LOT 10, CON 6; linkage=none"
lotcon-351,municipality-7,1652880.92,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=10; legal=LOT 14, CON 10; linkage=none"
lotcon-352,municipality-6,1619245.20,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=8; legal=LOT 5, CON 8; linkage=none"
lotcon-353,municipality-6,1648084.94,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=5; legal=LOT 3, CON 5; linkage=none"
lotcon-354,municipality-6,1602606.68,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 1; concession=2; legal=LOT 1, CON 2; linkage=none"
lotcon-355,municipality-2,1623430.71,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=12; legal=LOT 8, CON 12; linkage=none"
lotcon-356,municipality-7,1704669.95,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=7; legal=LOT 12, CON 7; linkage=none"
lotcon-357,municipality-2,3302769.93,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=11; legal=LOT 15, CON 11; linkage=none"
lotcon-358,municipality-2,433552.18,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 36; concession=RANGE 3E; legal=LOT 36, RANGE 3E; linkage=none"
lotcon-359,municipality-2,423669.86,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 17; concession=1 N E OF TORONTO AND SYDENHAM ROAD; legal=LOT 17, CON 1 NE TSR; linkage=none"
lotcon-360,municipality-2,398490.18,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=RANGE 2E; legal=LOT 23, RANGE 2E; linkage=none"
lotcon-361,municipality-7,1638076.92,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=1; legal=LOT 5, CON 1; linkage=none"
lotcon-362,municipality-2,1642206.46,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=7; legal=LOT 13, CON 7; linkage=none"
lotcon-363,municipality-2,177440.16,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 35; concession=3 EAST OF GARAFRAXA ROAD; legal=LOT 35, 3 EGR; linkage=none"
lotcon-364,municipality-2,1612014.42,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=10; legal=LOT 12, CON 10; linkage=none"
lotcon-365,municipality-6,1637675.85,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=10; legal=LOT 3, CON 10; linkage=none"
lotcon-366,municipality-6,1662396.99,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 1; concession=7; legal=LOT 1, CON 7; linkage=none"
lotcon-367,municipality-7,956269.18,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 25; concession=14; legal=LOT 25, CON 14; linkage=none"
lotcon-368,municipality-2,370303.62,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 32; concession=RANGE 1E; legal=LOT 32, RANGE 1E; linkage=none"
lotcon-369,municipality-2,1234757.76,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=1; legal=LOT 15, CON 1; linkage=none"
lotcon-370,municipality-2,681161.29,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 35; concession=2 EAST OF GARAFRAXA ROAD; legal=LOT 35, 2 EGR; linkage=none"
lotcon-371,municipality-2,390681.96,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=2 S W OF TORONTO AND SYDENHAM ROAD; legal=LOT 20, CON 2 SW TSR; linkage=none"
lotcon-372,municipality-2,416092.97,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=RANGE 1W; legal=LOT 26, RANGE 1W; linkage=none"
lotcon-373,municipality-2,403937.78,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 51; concession=RANGE 3E; legal=LOT 51, RANGE 3E; linkage=none"
lotcon-374,municipality-2,434788.11,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=10; legal=LOT 18, CON 10; linkage=none"
lotcon-375,municipality-2,1650166.27,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=13; legal=LOT 11, CON 13; linkage=none"
lotcon-376,municipality-7,802712.63,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 35; concession=13; legal=LOT 35, CON 13; linkage=none"
lotcon-377,municipality-2,559745.44,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 45; concession=RANGE 2E; legal=LOT 45, RANGE 2E; linkage=none"
lotcon-378,municipality-7,1694150.06,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=9; legal=LOT 10, CON 9; linkage=none"
lotcon-379,municipality-7,993392.70,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=A; legal=LOT 23, CON A; linkage=none"
lotcon-380,municipality-2,405766.34,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 33; concession=RANGE 1E; legal=LOT 33, RANGE 1E; linkage=none"
lotcon-381,municipality-7,937062.58,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=14; legal=LOT 24, CON 14; linkage=none"
lotcon-382,municipality-7,1644265.73,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=6; legal=LOT 8, CON 6; linkage=none"
lotcon-383,municipality-2,1590771.10,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=5; legal=LOT 14, CON 5; linkage=none"
lotcon-384,municipality-1,606212.83,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 7; concession=22; legal=LOT 7, CON 22; linkage=none"
lotcon-385,municipality-1,1041944.13,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=GEORGIAN RANGE; legal=LOT 11, CON GEORGIAN RANGE; linkage=none"
lotcon-386,municipality-1,813566.17,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 44; concession=21; legal=LOT 44, CON 21; linkage=none"
lotcon-387,municipality-1,826469.56,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 43; concession=21; legal=LOT 43, CON 21; linkage=none"
lotcon-388,municipality-1,837150.43,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 42; concession=21; legal=LOT 42, CON 21; linkage=none"
lotcon-389,municipality-1,845653.15,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 41; concession=21; legal=LOT 41, CON 21; linkage=none"
lotcon-390,municipality-1,891135.75,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 40; concession=21; legal=LOT 40, CON 21; linkage=none"
lotcon-391,municipality-1,828905.44,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 39; concession=21; legal=LOT 39, CON 21; linkage=none"
lotcon-392,municipality-1,822118.83,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 38; concession=21; legal=LOT 38, CON 21; linkage=none"
lotcon-393,municipality-1,832590.14,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 37; concession=21; legal=LOT 37, CON 21; linkage=none"
lotcon-394,municipality-1,848848.95,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 36; concession=21; legal=LOT 36, CON 21; linkage=none"
lotcon-395,municipality-1,860297.64,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 35; concession=21; legal=LOT 35, CON 21; linkage=none"
lotcon-396,municipality-1,823219.85,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 34; concession=21; legal=LOT 34, CON 21; linkage=none"
lotcon-397,municipality-1,803862.03,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 33; concession=21; legal=LOT 33, CON 21; linkage=none"
